City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(inches),Snow(inches)
295,Eyl,SO,7.98,49.82,84.0,52,72,26.4,broken clouds,0.0,0
296,Khandyga,RU,62.67,135.6,80.28,32,0,4.59,clear sky,0.0,0
297,Strezhevoy,RU,60.73,77.59,59.0,77,75,8.95,light intensity shower rain,0.0,0
298,Isangel,VU,-19.55,169.27,69.8,94,75,4.7,broken clouds,0.0,0
299,Cap Malheureux,MU,-19.98,57.61,75.0,45,0,13.0,clear sky,0.0,0
300,Pekalongan,ID,-6.89,109.68,84.69,67,66,3.29,light rain,0.2,0
301,Sobolevo,RU,54.43,31.9,57.61,73,78,9.55,broken clouds,0.0,0
302,Luwuk,ID,-0.95,122.79,82.09,72,69,7.18,light rain,0.53,0
303,Saulkrasti,LV,57.26,24.41,55.99,87,40,6.93,scattered clouds,0.0,0
304,Oxford,GB,51.75,-1.26,57.0,87,18,4.7,few clouds,0.0,0
305,Khairagarh,IN,26.95,77.82,97.61,36,0,7.74,clear sky,0.0,0
306,Coihaique,CL,-45.58,-72.07,26.6,79,40,4.7,scattered clouds,0.0,0
307,Pudozh,RU,61.81,36.53,62.87,66,55,8.52,broken clouds,0.0,0
308,Lithakia,GR,37.72,20.83,82.4,65,0,8.05,clear sky,0.0,0
309,Majene,ID,-3.54,118.97,85.59,61,100,12.68,overcast clouds,0.0,0
310,Anshun,CN,26.25,105.93,76.98,79,100,17.2,overcast clouds,0.0,0
311,High Level,CA,58.52,-117.14,57.2,82,1,2.24,clear sky,0.0,0
312,Vostok,RU,46.49,135.88,71.87,86,100,1.72,moderate rain,1.26,0
313,Boa Vista,BR,2.82,-60.67,75.2,94,75,3.36,broken clouds,0.0,0
314,Tigil,RU,57.8,158.67,61.11,60,100,10.89,overcast clouds,0.0,0
315,Kruisfontein,ZA,-34.0,24.73,62.96,33,0,4.88,clear sky,0.0,0
316,Half Moon Bay,US,37.46,-122.43,59.0,93,90,3.36,overcast clouds,0.0,0
317,Finschhafen,PG,-6.6,147.87,80.71,80,18,8.59,few clouds,0.0,0
318,Cherskiy,RU,68.75,161.3,83.08,27,6,10.09,clear sky,0.0,0
319,Kurtamysh,RU,54.91,64.43,75.43,49,100,21.12,overcast clouds,0.0,0
320,Mahebourg,MU,-20.41,57.7,73.4,53,75,14.99,broken clouds,0.0,0
321,Pafos,CY,34.77,32.42,91.0,62,20,4.7,few clouds,0.0,0
322,Pantai Remis,MY,4.46,100.63,87.8,70,20,2.24,few clouds,0.0,0
323,San Patricio,MX,19.22,-104.7,77.81,85,52,4.61,broken clouds,0.0,0
324,Mandiana,GN,10.63,-8.68,71.04,95,97,4.27,overcast clouds,0.0,0
325,Atar,MR,20.52,-13.05,84.11,41,0,3.24,clear sky,0.0,0
326,Prince Rupert,CA,54.32,-130.32,55.4,93,90,3.36,overcast clouds,0.0,0
327,Port Blair,IN,11.67,92.75,82.4,83,40,5.82,scattered clouds,0.0,0
328,Constitucion,CL,-35.33,-72.42,46.83,78,0,4.54,clear sky,0.0,0
329,Marsh Harbour,BS,26.54,-77.06,82.08,81,100,15.59,light rain,0.15,0
330,Noumea,NC,-22.28,166.46,72.0,73,20,8.05,few clouds,0.0,0
331,Hammerfest,NO,70.66,23.68,46.4,100,90,10.29,mist,0.0,0
332,Buzmeyin,TM,38.05,58.21,93.2,38,40,11.41,scattered clouds,0.0,0
333,Eagle Pass,US,28.71,-100.5,86.0,64,81,5.99,light rain,0.11,0
334,Hanzhong,CN,33.07,107.03,73.89,92,100,3.96,light rain,0.89,0
335,Nanakuli,US,21.39,-158.15,78.01,83,20,3.36,few clouds,0.0,0
336,Saint George,US,37.1,-113.58,87.8,20,1,11.41,clear sky,0.0,0
337,Banamba,ML,13.55,-7.45,74.5,78,31,4.85,scattered clouds,0.0,0
338,Kindu,CD,-2.95,25.95,83.37,47,15,1.36,few clouds,0.0,0
339,Gohpur,IN,26.88,93.63,78.8,100,90,2.24,mist,0.0,0
340,Port Hardy,CA,50.7,-127.42,57.2,82,75,8.05,broken clouds,0.0,0
341,Bambous Virieux,MU,-20.34,57.76,75.0,53,75,14.99,broken clouds,0.0,0
342,Buala,SB,-8.14,159.59,81.86,77,95,11.56,light rain,0.49,0
343,Batemans Bay,AU,-35.72,150.18,54.0,49,93,3.0,overcast clouds,0.0,0
344,Peniche,PT,39.36,-9.38,63.0,96,0,1.01,clear sky,0.0,0
345,Leningradskiy,RU,69.38,178.42,61.84,48,100,5.93,overcast clouds,0.0,0
346,Rincon,US,32.3,-81.24,78.8,88,1,3.78,clear sky,0.0,0
347,Manamadurai,IN,9.7,78.48,89.6,62,40,5.82,scattered clouds,0.0,0
348,Natal,BR,-5.79,-35.21,73.4,88,90,6.93,overcast clouds,0.0,0
349,Miri,MY,4.41,114.01,87.8,74,40,9.17,scattered clouds,0.0,0
350,Nyakahanga,TZ,-1.6,31.14,71.15,46,82,4.12,broken clouds,0.0,0
351,Manggar,ID,-2.88,108.27,84.83,70,39,12.06,scattered clouds,0.0,0
352,La Ronge,CA,55.1,-105.28,66.2,100,75,4.7,thunderstorm with light rain,0.0,0
353,Pitimbu,BR,-7.47,-34.81,73.92,80,21,11.7,few clouds,0.0,0
354,Papetoai,PF,-17.5,-149.87,77.0,73,20,2.24,few clouds,0.0,0
355,Hofn,IS,64.25,-15.21,49.91,81,100,10.83,overcast clouds,0.0,0
356,Kontagora,NG,10.4,5.47,72.61,94,100,8.16,overcast clouds,0.0,0
357,Kemlya,RU,54.7,45.24,67.17,69,6,11.32,clear sky,0.0,0
358,Kristiinankaupunki,FI,62.27,21.38,54.45,80,100,18.23,light rain,0.12,0
359,Murray Bridge,AU,-35.12,139.27,55.99,65,0,6.46,clear sky,0.0,0
360,Los Barrios,ES,36.18,-5.49,75.2,88,40,5.82,haze,0.0,0
361,Parana,AR,-31.73,-60.52,54.0,85,100,4.0,light rain,0.39,0
362,Zurrieq,MT,35.83,14.47,84.2,45,0,5.82,clear sky,0.0,0
363,Tecpan,GT,14.76,-90.99,64.4,93,75,2.24,mist,0.0,0
364,Mahajanga,MG,-15.72,46.32,77.0,47,94,20.8,overcast clouds,0.0,0
365,Aswan,EG,24.09,32.91,96.98,21,0,16.84,clear sky,0.0,0
366,Bagdarin,RU,54.43,113.6,68.83,77,99,2.21,overcast clouds,0.0,0
367,Kabompo,ZM,-13.59,24.2,60.66,48,0,7.99,clear sky,0.0,0
368,Sorong,ID,-0.88,131.25,83.34,75,100,2.89,light rain,0.38,0
369,Zykovo,RU,55.95,93.15,66.2,42,98,13.42,overcast clouds,0.0,0
370,Srivardhan,IN,18.03,73.02,84.45,77,100,6.42,light rain,0.4,0
371,Wilmington,US,34.23,-77.94,80.6,83,20,4.7,few clouds,0.0,0
372,Bela Vista Do Paraiso,BR,-23.0,-51.19,58.03,81,0,4.12,clear sky,0.0,0
373,Bubaque,GW,11.28,-15.83,80.89,83,100,16.35,overcast clouds,0.0,0
374,Molteno,ZA,-31.4,26.36,53.26,34,0,1.68,clear sky,0.0,0
375,Bintulu,MY,3.17,113.03,82.4,88,40,3.36,thunderstorm with light rain,0.0,0
376,Mount Gambier,AU,-37.83,140.77,48.2,70,90,8.05,overcast clouds,0.0,0
377,Namatanai,PG,-3.67,152.43,83.19,77,15,9.8,light rain,0.67,0
378,Parry Sound,CA,45.35,-80.03,66.99,93,34,4.85,scattered clouds,0.0,0
379,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,93,90,3.56,overcast clouds,0.0,0
380,Bilma,NE,18.69,12.92,91.71,17,20,11.63,few clouds,0.0,0
381,Northam,GB,51.03,-4.22,59.0,94,100,5.99,overcast clouds,0.0,0
382,Adrar,MR,20.5,-10.07,88.99,35,65,9.04,broken clouds,0.0,0
383,Saskylakh,RU,71.92,114.08,51.71,87,100,15.84,light rain,0.11,0
384,Indianola,US,41.36,-93.56,71.6,78,1,4.52,clear sky,0.0,0
385,Iringa,TZ,-7.77,35.7,60.8,67,20,14.99,few clouds,0.0,0
386,Kamenka,RU,51.32,42.77,68.0,63,0,8.01,clear sky,0.0,0
387,San Cristobal,VE,7.77,-72.22,63.99,88,41,2.15,scattered clouds,0.0,0
388,Burgeo,CA,47.62,-57.62,57.6,80,100,3.85,overcast clouds,0.0,0
389,Lasa,IT,46.62,10.7,62.01,93,40,5.82,scattered clouds,0.0,0
390,Whitehaven,GB,54.55,-3.58,59.0,97,99,16.28,light rain,0.11,0
391,Samarai,PG,-10.62,150.67,78.17,81,6,11.01,clear sky,0.0,0
392,Namibe,AO,-15.2,12.15,73.62,44,0,4.74,clear sky,0.0,0
393,Blagodatnoye,RU,45.4,42.59,77.0,50,0,11.18,clear sky,0.0,0
394,Bobrovytsya,UA,50.75,31.38,66.2,48,0,4.47,clear sky,0.0,0
395,Marystown,CA,47.17,-55.15,57.7,81,97,11.23,overcast clouds,0.0,0
396,Nishihara,JP,26.18,127.76,89.6,74,75,9.17,broken clouds,0.0,0
397,Kribi,CM,2.95,9.92,75.76,88,100,6.31,light rain,0.18,0
398,Basco,PH,20.45,121.97,86.49,73,100,7.65,overcast clouds,0.0,0
399,Uthal,PK,25.81,66.62,98.4,39,0,10.42,clear sky,0.0,0
400,Padang,ID,-0.95,100.35,84.2,74,20,8.05,few clouds,0.0,0
401,Rocha,UY,-34.48,-54.33,64.29,96,100,5.68,light rain,0.77,0
402,Komsomolskiy,UZ,40.43,71.72,87.8,29,84,6.93,broken clouds,0.0,0
403,Marrakesh,MA,31.63,-8.01,71.6,68,0,4.7,clear sky,0.0,0
404,Solnechnyy,RU,50.72,136.63,68.61,69,36,8.14,scattered clouds,0.0,0
405,Surt,LY,31.21,16.59,78.87,64,3,11.63,clear sky,0.0,0
406,Tsaratanana,MG,-16.78,47.65,71.56,42,79,19.53,broken clouds,0.0,0
407,Fort Nelson,CA,58.81,-122.7,55.4,87,75,2.24,broken clouds,0.0,0
408,Mount Isa,AU,-20.73,139.5,78.8,22,0,8.05,clear sky,0.0,0
409,Siilinjarvi,FI,63.08,27.67,55.4,93,75,9.17,shower rain,0.0,0
410,Sambava,MG,-14.27,50.17,74.41,60,55,21.23,broken clouds,0.0,0
411,Mae Ramat,TH,16.98,98.52,92.32,49,63,3.24,light rain,0.27,0
412,Lazaro Cardenas,MX,17.96,-102.2,78.42,86,99,3.31,overcast clouds,0.0,0
413,Arlit,NE,18.74,7.39,93.0,31,0,10.56,clear sky,0.0,0
414,Tual,ID,-5.67,132.75,80.1,82,100,15.37,overcast clouds,0.0,0
415,Saint-Georges,GD,12.06,-61.75,80.6,78,40,4.7,scattered clouds,0.0,0
416,Tukrah,LY,32.53,20.58,80.2,67,0,10.74,clear sky,0.0,0
417,Xining,CN,36.62,101.77,77.07,46,81,12.91,light rain,0.3,0
418,Seymchan,RU,62.88,152.43,80.71,31,91,3.62,overcast clouds,0.0,0
419,Methoni,GR,36.82,21.7,84.99,44,0,10.29,clear sky,0.0,0
420,Ivankiv,UA,50.94,29.89,64.4,52,0,2.24,clear sky,0.0,0
421,Saint-Louis,SN,16.33,-15.0,81.23,73,100,15.39,overcast clouds,0.0,0
422,San Juan Del Sur,NI,11.25,-85.87,79.84,81,93,12.97,overcast clouds,0.0,0
423,Mitu,CO,1.2,-70.17,70.63,90,100,1.23,overcast clouds,0.0,0
424,Misratah,LY,32.38,15.09,79.74,64,0,10.6,clear sky,0.0,0
425,Tulsipur,NP,28.13,82.3,84.72,66,51,6.38,light rain,0.95,0
426,Boguchany,RU,58.38,97.45,69.33,47,0,11.72,light rain,0.22,0
427,Gravdal,NO,68.12,13.5,51.8,81,75,23.04,light rain,0.0,0
428,Byron Bay,AU,-28.65,153.62,60.8,77,90,1.12,overcast clouds,0.0,0
429,Abu Dhabi,AE,24.47,54.37,93.2,49,99,13.87,overcast clouds,0.0,0
430,Mahenge,TZ,-8.68,36.72,66.7,54,19,8.3,few clouds,0.0,0
431,Kefamenanu,ID,-9.45,124.48,77.29,50,3,11.56,clear sky,0.0,0
432,Camacha,PT,33.08,-16.33,68.0,72,40,12.75,scattered clouds,0.0,0
433,Ayna,PE,-12.65,-73.92,57.87,61,25,1.66,scattered clouds,0.0,0
434,Praia Da Vitoria,PT,38.73,-27.07,64.4,88,20,0.98,few clouds,0.0,0
435,Alta Floresta,BR,-9.88,-56.09,67.15,64,24,2.89,few clouds,0.0,0
436,Walvis Bay,NA,-22.96,14.51,64.4,23,0,14.99,clear sky,0.0,0
437,Zhigansk,RU,66.77,123.37,68.92,57,0,15.99,clear sky,0.0,0
438,Saldanha,ZA,-33.01,17.94,48.2,87,0,1.12,clear sky,0.0,0
439,Pendleton,US,45.67,-118.79,77.0,17,1,16.11,clear sky,0.0,0
440,Pecos,US,31.42,-103.49,84.2,42,1,9.17,clear sky,0.0,0
441,Iguape,BR,-24.71,-47.56,63.45,86,100,3.04,overcast clouds,0.0,0
442,Ixtapa,MX,20.7,-105.2,77.94,80,100,1.34,overcast clouds,0.0,0
443,Nome,US,64.5,-165.41,48.2,81,20,18.34,few clouds,0.0,0
444,Kinablangan,PH,7.69,126.55,84.92,65,53,4.21,broken clouds,0.0,0
445,Iki-Burul,RU,45.82,44.65,84.2,26,0,4.47,clear sky,0.0,0
446,Mujiayingzi,CN,42.12,118.78,88.83,27,1,8.01,clear sky,0.0,0
447,Price,US,39.6,-110.81,60.8,77,1,3.36,clear sky,0.0,0
448,Naze,JP,28.37,129.48,87.8,79,75,9.17,broken clouds,0.0,0
449,Altusried,DE,47.8,10.22,64.99,88,28,4.7,light rain,0.14,0
450,Alice Springs,AU,-23.7,133.88,66.2,27,0,8.05,clear sky,0.0,0
451,Tazovskiy,RU,67.47,78.7,56.37,58,0,16.89,clear sky,0.0,0
452,Springbok,ZA,-29.66,17.89,57.2,33,0,9.28,clear sky,0.0,0
453,College,US,64.86,-147.8,60.8,72,75,3.36,broken clouds,0.0,0
454,Tilichiki,RU,60.47,166.1,54.68,76,7,8.16,clear sky,0.0,0
455,Porto Novo,BJ,6.5,2.6,75.2,94,40,8.05,scattered clouds,0.0,0
456,Cooma,AU,-36.23,149.13,48.2,74,0,3.36,clear sky,0.0,0
457,Banda Aceh,ID,5.56,95.32,84.27,72,93,9.66,light rain,0.5,0
458,Doha,QA,25.29,51.53,102.0,47,0,19.46,clear sky,0.0,0
459,Sohagpur,IN,22.7,78.2,92.8,48,94,4.79,light rain,0.15,0
460,Sovetskiy,RU,61.36,63.58,75.07,39,6,7.43,clear sky,0.0,0
461,Falam,MM,22.92,93.68,68.65,100,100,1.7,moderate rain,2.33,0
462,Fairbanks,US,64.84,-147.72,60.8,67,40,6.93,scattered clouds,0.0,0
463,Yuzawa,JP,39.17,140.5,86.0,73,75,11.41,broken clouds,0.0,0
464,Saint-Jean-De-La-Ruelle,FR,47.91,1.86,59.0,62,39,2.24,scattered clouds,0.0,0
465,Hervey Bay,AU,-25.3,152.85,63.0,88,100,7.0,light rain,0.34,0
466,Lorengau,PG,-2.02,147.27,84.07,74,98,7.7,overcast clouds,0.0,0
467,Lagunas,PE,-5.23,-75.68,72.05,88,21,0.6,few clouds,0.0,0
468,Changde,CN,29.05,111.68,95.32,57,99,7.0,overcast clouds,0.0,0
469,Ola,RU,59.58,151.28,59.02,70,84,6.4,broken clouds,0.0,0
470,Hashtrud,IR,37.48,47.05,76.14,45,0,8.9,clear sky,0.0,0
471,Asau,RO,46.43,26.4,70.0,83,40,5.82,scattered clouds,0.0,0
472,Carballo,ES,43.21,-8.69,61.0,93,75,4.38,broken clouds,0.0,0
473,Waingapu,ID,-9.66,120.26,82.26,51,0,18.79,clear sky,0.0,0
474,Road Town,VG,18.42,-64.62,82.0,81,22,15.99,few clouds,0.0,0
475,Oyama,JP,36.3,139.8,77.0,83,75,3.36,light intensity shower rain,0.0,0
476,Vanderhoof,CA,54.02,-124.02,54.07,73,18,2.91,few clouds,0.0,0
477,Jacareacanga,BR,-6.22,-57.75,72.63,68,12,0.6,few clouds,0.0,0
478,San Carlos De Bariloche,AR,-41.15,-71.31,28.4,79,90,9.17,overcast clouds,0.0,0
479,Hamilton,US,39.18,-84.53,75.0,88,1,4.7,clear sky,0.0,0
480,Lesnoy Gorodok,RU,55.64,37.21,63.0,76,75,13.42,broken clouds,0.0,0
481,Shache,CN,38.42,77.24,91.27,13,0,6.04,clear sky,0.0,0
482,Imeni Poliny Osipenko,RU,52.42,136.49,68.63,74,100,10.31,overcast clouds,0.0,0
483,Hay River,CA,60.82,-115.8,60.8,87,75,9.17,broken clouds,0.0,0
484,Placido De Castro,BR,-10.34,-67.19,69.69,62,0,1.79,clear sky,0.0,0
485,Hameenlinna,FI,61.0,24.46,57.99,93,90,12.75,light intensity drizzle,0.0,0
486,Porbandar,IN,21.64,69.61,86.54,71,100,13.8,overcast clouds,0.0,0
487,Oktyabrskiy,RU,54.48,53.47,62.78,91,100,10.56,light rain,0.28,0
488,Tieli,CN,46.95,128.05,87.51,45,1,2.84,clear sky,0.0,0
489,Mega,ET,4.05,38.3,54.32,100,100,11.18,light rain,0.21,0
490,Mogadishu,SO,2.04,45.34,78.8,88,40,20.8,scattered clouds,0.0,0
491,Brigantine,US,39.41,-74.36,75.2,88,1,4.7,clear sky,0.0,0
492,Vysokogornyy,RU,50.12,139.15,66.2,81,100,6.49,moderate rain,1.85,0
493,Castrolibero,IT,39.31,16.19,78.8,74,2,5.82,clear sky,0.0,0
494,Vanavara,RU,60.34,102.28,67.03,55,86,4.54,overcast clouds,0.0,0
495,Maneadero,MX,31.72,-116.57,66.0,83,51,1.99,broken clouds,0.0,0
496,Evensk,RU,61.95,159.23,59.56,61,100,7.78,overcast clouds,0.0,0
497,Verkhnyaya Inta,RU,65.98,60.31,76.57,46,0,10.83,clear sky,0.0,0
498,Matamoros,MX,25.53,-103.25,70.0,77,18,1.01,light rain,0.13,0
499,Saint-Joseph,RE,-21.37,55.62,68.0,82,75,26.4,broken clouds,0.0,0
500,Trstena,SK,49.36,19.61,60.8,72,20,2.24,few clouds,0.0,0
501,Henties Bay,NA,-22.12,14.28,70.72,25,0,13.78,clear sky,0.0,0
502,Zhytomyr,UA,50.26,28.68,63.48,62,0,3.69,clear sky,0.0,0
503,Athens,GR,37.98,23.72,84.2,39,0,11.41,clear sky,0.0,0
504,Maridi,SS,4.92,29.47,67.42,94,100,5.99,overcast clouds,0.0,0
505,Jurm,AF,36.86,70.83,83.77,17,0,5.21,clear sky,0.0,0
506,Xai-Xai,MZ,-25.05,33.64,67.24,61,44,5.57,scattered clouds,0.0,0
507,Te Anau,NZ,-45.42,167.72,34.18,89,2,3.56,clear sky,0.0,0
508,Merritt,CA,50.11,-120.79,73.4,46,1,11.41,clear sky,0.0,0
509,Sao Felix Do Xingu,BR,-6.64,-51.99,69.24,66,52,1.97,broken clouds,0.0,0
510,Bosaso,SO,11.28,49.18,95.0,39,0,24.16,clear sky,0.0,0
511,Dwarka,IN,22.24,68.97,86.4,72,100,15.03,overcast clouds,0.0,0
512,Pangnirtung,CA,66.15,-65.71,52.86,69,100,5.93,overcast clouds,0.0,0
513,Krasnogorsk,RU,55.82,37.32,59.0,76,75,13.42,broken clouds,0.0,0
514,Helena,US,46.59,-112.04,69.8,56,40,3.83,scattered clouds,0.0,0
515,Geraldton,AU,-28.77,114.6,66.2,59,75,19.46,broken clouds,0.0,0
516,Ternate,ID,0.8,127.4,83.64,74,88,4.63,moderate rain,1.95,0
517,Bumba,CD,2.18,22.47,73.81,92,99,0.56,overcast clouds,0.0,0
518,Kulhudhuffushi,MV,6.62,73.07,82.15,80,100,19.22,overcast clouds,0.0,0
519,Sisimiut,GL,66.94,-53.67,56.01,65,11,5.99,few clouds,0.0,0
520,Mehamn,NO,71.04,27.85,48.2,100,90,8.05,drizzle,0.0,0
521,Bilibino,RU,68.05,166.44,78.57,35,90,12.77,overcast clouds,0.0,0
522,Turukhansk,RU,65.82,87.98,66.4,45,100,15.64,overcast clouds,0.0,0
523,Waipawa,NZ,-41.41,175.52,55.4,43,29,17.22,light rain,0.45,0
524,Cuamba,MZ,-14.8,36.54,67.66,55,3,12.19,clear sky,0.0,0
525,Najran,SA,17.49,44.13,89.6,29,0,6.93,dust,0.0,0
526,Whyalla,AU,-33.03,137.58,57.2,58,14,9.17,few clouds,0.0,0
527,Codrington,AU,-38.27,141.97,50.63,69,100,2.89,overcast clouds,0.0,0
528,Srednekolymsk,RU,67.45,153.68,88.81,23,76,4.99,broken clouds,0.0,0
529,Atambua,ID,-9.11,124.89,80.22,45,22,5.75,few clouds,0.0,0
530,Kutum,SD,14.2,24.67,76.23,59,99,17.13,overcast clouds,0.0,0
531,Laje,BR,-10.18,-40.97,61.48,91,100,7.76,overcast clouds,0.0,0
532,Khadzhalmakhi,RU,42.42,47.18,87.8,43,69,11.18,broken clouds,0.0,0
533,Jalu,LY,29.03,21.55,81.84,38,0,14.76,clear sky,0.0,0
534,Richards Bay,ZA,-28.78,32.04,64.81,64,17,8.14,few clouds,0.0,0
535,Taga,RO,46.95,24.05,61.0,100,75,4.7,mist,0.0,0
536,Simnas,LT,54.4,23.65,57.2,76,40,10.29,scattered clouds,0.0,0
537,Belyy Yar,RU,53.6,91.39,69.8,64,34,3.56,scattered clouds,0.0,0
538,Kondinskoye,RU,59.65,67.41,68.34,39,0,11.21,clear sky,0.0,0
539,Opuwo,NA,-18.06,13.84,58.14,34,8,12.55,clear sky,0.0,0
540,Ust-Kuyga,RU,70.02,135.6,85.84,30,99,9.51,overcast clouds,0.0,0
541,Kresttsy,RU,58.25,32.52,59.14,66,100,11.12,overcast clouds,0.0,0
542,Crotone,IT,39.09,17.12,84.2,35,0,3.36,clear sky,0.0,0
543,Karlskrona,SE,56.16,15.59,55.4,87,0,6.93,clear sky,0.0,0
544,Ciudad Bolivar,VE,8.12,-63.55,75.54,88,100,8.37,overcast clouds,0.0,0
545,Tianpeng,CN,30.99,103.94,86.0,69,40,2.24,scattered clouds,0.0,0
546,Afonso Bezerra,BR,-5.5,-36.51,72.25,69,0,14.61,clear sky,0.0,0
547,Haines Junction,CA,60.75,-137.51,52.05,82,100,1.3,light rain,0.68,0
548,Viru,PE,-8.42,-78.75,63.59,72,0,2.04,clear sky,0.0,0
549,Kenai,US,60.55,-151.26,57.2,82,1,11.41,clear sky,0.0,0
550,Zamosc,PL,50.72,23.25,59.0,87,99,5.82,overcast clouds,0.0,0
551,Ranot,TH,7.78,100.32,86.38,64,95,7.2,light rain,0.12,0
552,Weihai,CN,37.5,122.11,69.69,88,100,34.43,light rain,0.58,0
553,Pacific Grove,US,36.62,-121.92,60.8,82,90,6.93,overcast clouds,0.0,0
554,Dibulla,CO,11.27,-73.31,77.58,82,100,9.22,overcast clouds,0.0,0
555,Yagoua,CM,10.34,15.23,75.27,87,100,11.97,heavy intensity rain,4.39,0
556,Tartagal,AR,-22.52,-63.8,57.31,63,100,5.35,overcast clouds,0.0,0
557,Nanortalik,GL,60.14,-45.24,48.2,81,100,5.79,light rain,0.4,0
558,Liaqatabad,PK,31.56,74.3,91.4,55,40,6.93,smoke,0.0,0
559,Bang Mun Nak,TH,16.03,100.38,92.79,52,100,5.53,overcast clouds,0.0,0
560,Jega,NG,12.22,4.38,79.61,74,25,12.01,scattered clouds,0.0,0
561,Yatou,CN,37.15,122.38,68.97,91,100,30.71,moderate rain,1.24,0
562,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,73.17,77,25,8.5,scattered clouds,0.0,0
563,Butembo,CD,0.15,29.28,63.5,91,68,1.83,light rain,0.75,0
564,Imbituba,BR,-28.24,-48.67,59.0,100,99,3.36,overcast clouds,0.0,0
565,Vardo,NO,70.37,31.11,50.0,93,90,24.16,fog,0.0,0
566,Fredericksburg,US,38.3,-77.46,73.4,100,1,3.98,clear sky,0.0,0
567,Barabinsk,RU,55.36,78.36,64.18,57,0,8.46,clear sky,0.0,0
568,Bougouni,ML,11.42,-7.48,73.92,90,22,0.25,few clouds,0.0,0
569,Atlantic City,US,39.36,-74.42,75.2,88,1,4.7,clear sky,0.0,0
570,Coahuayana,MX,18.73,-103.68,78.67,85,94,1.12,overcast clouds,0.0,0
571,Pandan,PH,14.05,124.17,87.94,65,75,6.98,broken clouds,0.0,0
572,Perth,AU,-31.93,115.83,66.0,59,40,11.41,light intensity shower rain,0.0,0
573,Santa Rosalia,MX,27.32,-112.28,83.66,53,0,5.55,clear sky,0.0,0
574,Logan,US,41.74,-111.83,62.01,77,79,3.8,broken clouds,0.0,0
575,Hannibal,US,39.71,-91.36,71.6,83,1,3.36,clear sky,0.0,0
576,Khorinsk,RU,52.17,109.77,78.94,56,100,4.83,moderate rain,1.04,0
577,Kayerkan,RU,69.35,87.76,55.4,66,40,26.84,scattered clouds,0.0,0
578,Sao Joao Da Barra,BR,-21.64,-41.05,70.09,87,0,10.45,clear sky,0.0,0
579,Kuruman,ZA,-27.45,23.43,41.0,41,0,5.95,clear sky,0.0,0
580,Martapura,ID,-3.42,114.85,89.6,59,40,12.75,scattered clouds,0.0,0
581,Tapes,BR,-30.67,-51.4,64.27,88,100,5.21,overcast clouds,0.0,0
582,Sao Sebastiao,BR,-23.76,-45.41,68.22,63,98,4.32,overcast clouds,0.0,0
583,Shenkursk,RU,62.11,42.9,64.8,72,93,7.34,overcast clouds,0.0,0
584,Nelson Bay,AU,-32.72,152.15,61.0,72,20,8.05,few clouds,0.0,0
585,Ust-Kulom,RU,61.69,53.69,73.63,49,100,10.38,overcast clouds,0.0,0
586,Piuma,BR,-20.84,-40.72,67.15,83,0,6.26,clear sky,0.0,0
587,Capao Da Canoa,BR,-29.75,-50.01,62.74,82,100,7.94,overcast clouds,0.0,0
588,Nowy Dwor Gdanski,PL,54.21,19.12,63.0,67,10,12.75,clear sky,0.0,0
589,Ginda,IN,30.69,78.49,78.91,42,75,6.24,broken clouds,0.0,0
